COD_ASIGNATURA;SIGLO_PERIODO_DESDE;ANIO_PERIODO_DESDE;MESI_PERIODO_DESDE;MESF_PERIODO_DESDE;NOMBRE_ASIGNATURA;NRO_CREDITOS;NRO_HORAS_TEORIA;NRO_HORAS_LABORATORIO;NRO_HORAS_PRACTICA;TIPO_AULA;COD_TIPO_ASIGNATURA;COD_AREA_ASIGNATURA;COD_CLASE_ASIGNATURA;SIGLO_PERIODO_HASTA;ANIO_PERIODO_HASTA;MESI_PERIODO_HASTA;MESF_PERIODO_HASTA;DESCRIPCION
EGS253;0;76;1;3;PET Y POL PET VZLA;3;0;0;0;;A;01;GP;0;76;1;3;
EGS253;0;76;4;7;PET Y POL PET VZLA;0;0;0;0;;A;01;GP;0;77;1;3;
EGS254;0;74;1;3;ESTUDIOS GENERALES;0;0;0;0;;A;01;GP;0;75;7;8;
EGS254;0;75;9;12;ASP SOCIOPOLITICOS;0;0;0;0;;A;01;GP;0;75;9;12;
EGS254;0;76;1;3;ASP.SOCPOL.PROT.AM;0;0;0;0;;A;01;GP;0;77;4;7;
EGS263;0;76;4;7;FORM.TEORIA HIST;0;0;0;0;;A;01;GP;0;76;7;8;
EGS263;0;76;9;12;HIST.IDEAS AMERIC.;0;0;0;0;;A;01;GP;0;78;1;3;
EP1107;0;92;9;12;SEMINARIO ARQ. LATINOAMERICANA;3;0;0;0;;A;02;EP;0;97;1;3;
EP1119;0;83;1;3;SEMINARIO;1;0;0;0;;A;02;EP;0;88;9;12;
EP1205;0;92;9;12;PROYECTO;4;0;0;0;;A;02;EP;0;94;1;3;
EP1207;0;83;1;3;PROYEC.ARQUITEC.;3;0;0;0;;A;02;EP;0;88;9;12;
EP1207;0;89;1;3;PROYECTO ARQUITECTURA;3;0;0;0;;A;02;EP;0;89;4;7;
EP1216;0;83;1;3;PROYECTO;5;0;0;0;;A;02;EP;0;90;1;3;
EP1304;0;83;1;3;TRABAJO DE GRADO;0;0;0;0;;A;02;EP;0;91;9;12;
EP1305;0;92;9;12;PROYECTO;4;0;0;0;;A;02;EP;0;94;1;3;
EP1310;0;83;1;3;TRAB ESP DE GRADO;4;0;0;0;;A;02;EP;0;88;9;12;
EP1310;0;89;1;3;TRABAJO ESPECIAL DE GRADO;4;0;0;0;;A;02;EP;0;99;4;7;
EP1319;0;83;1;3;TRAB.ESP.DE GRADO;0;0;0;0;;A;02;EP;0;88;9;12;
EP1405;0;93;1;3;PROYECTO;4;0;0;0;;A;02;EP;0;94;1;3;
EP1420;0;78;9;12;CURSO EN COOPERAC.;3;0;0;0;;A;02;EP;0;84;9;12;
EP1420;0;85;1;3;CURSO EN COOPERAC.;4;0;0;0;;A;02;EP;0;85;9;12;
EP1420;0;89;1;3;CURSO EN COOPERACION;3;0;0;0;;A;02;EP;0;90;7;8;
EP1420;0;90;9;12;PASANTIA CORTA;3;0;0;0;;A;02;EP;0;91;1;3;
EP1420;0;91;4;7;CURSOS EN COOPERACION;3;0;0;0;;A;02;EP;0;94;9;12;
EP1503;0;99;1;3;TESIS I;3;0;0;0;;A;02;EP;0;99;4;7;
EP1602;0;83;1;3;LAB ING MECANICA;1;0;0;0;;A;02;EP;0;83;4;7;
EP2107;0;92;9;12;SEMINARIO DE CONSTRUCCION;3;0;0;0;;A;02;EP;0;99;4;7;
EP2119;0;83;1;3;SEMINARIO;1;0;0;0;;A;02;EP;0;89;1;3;
EP2203;0;83;1;3;PROYECTO;3;0;0;0;;A;02;EP;0;83;7;8;
EP2203;0;83;9;12;PROYECTO;6;0;0;0;;A;02;EP;0;85;9;12;
EP2207;0;83;1;3;PROYEC DE ARQUITEC;9;0;0;0;;A;02;EP;0;88;9;12;
EP2207;0;89;1;3;PROYECTO DE ARQUITECTURA;9;0;0;0;;A;02;EP;0;89;4;7;
EP2304;0;83;1;3;TRABAJO DE GRADO;0;0;0;0;;A;02;EP;0;91;9;12;
EP2310;0;83;1;3;TRAB ESP DE GRADO;4;0;0;0;;A;02;EP;0;88;9;12;
EP2310;0;89;1;3;TRABAJO ESPECIAL DE GRADO;4;0;0;0;;A;02;EP;0;99;1;3;
EP2420;0;83;4;7;CURSO EN COOPER.;6;0;0;0;;A;01;PI;0;89;4;7;
EP2602;0;83;1;3;LAB.ING.MECANICA;1;0;0;0;;A;02;EP;0;83;4;7;
EP3107;0;92;9;12;SEMINARIO ARQ. VENEZOLANA;3;0;0;0;;A;02;EP;0;99;4;7;
EP3119;0;83;1;3;SEMINARIO;1;0;0;0;;A;02;EP;0;89;4;7;
EP3202;0;86;9;12;PROYECTO.DE.ING.ME;3;0;0;0;;A;02;EP;0;88;9;12;
EP3207;0;83;4;7;PROYEC DE ARQUITEC;9;0;0;0;;A;02;EP;0;88;9;12;
EP3217;0;83;1;3;PROYECTO;4;0;0;0;;A;02;EP;0;89;4;7;
EP3218;0;83;1;3;PROYECTO;4;0;0;0;;A;02;EP;0;89;4;7;
EP3304;0;83;1;3;TRABAJO DE GRADO;0;0;0;0;;A;02;EP;0;91;9;12;
EP3310;0;83;1;3;TRAB ESP DE GRADO;7;0;0;0;;A;02;EP;0;88;9;12;
EP3310;0;89;1;3;TRABAJO ESPECIAL DE GRADO;7;0;0;0;;A;02;EP;0;99;1;3;
EP3420;0;83;4;7;CURSO EN COOPERAC;9;0;0;0;;A;01;PL;0;88;9;12;
EP3420;0;89;1;3;CURSO EN COOPERACION;9;0;0;0;;A;01;PL;0;90;7;8;
EP3420;0;90;9;12;PASANTIA LARGA;9;0;0;0;;A;01;PL;0;91;1;3;
EP3420;0;91;4;7;CURSOS EN COOPERACION;9;0;0;0;;A;01;PL;0;94;9;12;
EP3502;0;98;1;3;TOPICOS ESPECIALES;3;0;0;0;;A;02;EP;0;98;9;12;
EP4104;0;83;1;3;SEMINARIO;1;0;0;0;;A;02;EP;0;91;9;12;
EP4119;0;83;1;3;SEMINARIO;1;0;0;0;;A;02;EP;0;88;9;12;
EP4558;0;85;4;7;TOPICOS ESPECIALES;3;0;0;0;;A;02;EP;0;99;4;7;
EP4602;0;83;4;7;LAB.ING.MEC.;3;0;0;0;;A;02;EP;0;88;9;12;
EP5104;0;83;1;3;SEMINARIO;1;0;0;0;;A;02;EP;0;91;9;12;
EP5602;0;86;9;12;LAB.DE.MAT.Y.MANUF;2;0;0;0;;A;02;EP;0;88;4;7;
ESG111;0;70;1;5;CIENCIAS SOC I;0;0;0;0;;A;01;EP;0;71;9;12;
ESG111;0;72;1;3;CIENCIAS SOCIALES;0;0;0;0;;A;01;EP;0;72;7;8;
ESG111;0;72;9;12;EST GENERALES I;0;0;0;0;;A;01;EP;0;73;1;3;
ESG111;0;73;4;7;ESTUDIOS GENERALES;0;0;0;0;;A;01;EP;0;82;9;12;
ESG111;0;83;1;3;CIENCIAS SOCIALES;0;0;0;0;;A;01;EP;0;82;9;12;
ESG112;0;70;6;8;CIENCIAS SOC II;0;0;0;0;;A;01;EP;0;70;9;12;
ESG112;0;71;1;4;CIEN SOCIALES II;0;0;0;0;;A;01;EP;0;71;9;12;
ESG112;0;72;1;3;CIENCIAS SOCIALES;0;0;0;0;;A;01;EP;0;72;7;8;
ESG112;0;72;9;12;EST GENERALES II;0;0;0;0;;A;01;EP;0;82;9;12;
ESG112;0;83;1;3;CIENCIAS SOCIALES;0;0;0;0;;A;01;EP;0;82;9;12;
ESG112;0;83;4;7;CIEN SOCIALES II;0;0;0;0;;A;01;EP;0;82;9;12;
ESG113;0;71;1;4;CIEN SOCIALES III;0;0;0;0;;A;01;EP;0;71;7;8;
ESG113;0;71;9;12;CIENCIAS SOC III;0;0;0;0;;A;01;EP;0;72;1;3;
ESG113;0;72;4;7;CIENCIAS SOCIALES;0;0;0;0;;A;01;EP;0;72;7;8;
ESG113;0;72;9;12;EST GENERALES III;0;0;0;0;;A;01;EP;0;73;1;3;
ESG113;0;73;4;7;ESTUDIOS GENERALES;0;0;0;0;;A;01;EP;0;83;1;3;
ESG113;0;83;4;7;CIENCIAS SOCIALES;0;0;0;0;;A;01;EP;0;82;9;12;
ESG211;0;70;9;12;EST GENERALES I;0;0;0;0;;A;01;EP;0;70;9;12;
ESG211;0;71;5;7;EST.GENERALES I;0;0;0;0;;A;01;EP;0;71;7;8;
ESG211;0;71;9;12;EST GENERALES I;0;0;0;0;;A;01;EP;0;71;9;12;
ESG211;0;72;1;3;ESTUDIOS GEN. I;0;0;0;0;;A;01;EP;0;72;7;8;
ESG211;0;72;9;12;ESTUDIOS GENERALES;0;0;0;0;;A;01;EP;0;82;9;12;
ESG211;0;83;1;3;ESTUDIOS GEN. I;0;0;0;0;;A;01;EP;0;82;9;12;
ESG212;0;71;4;7;EST GENERALES II;0;0;0;0;;A;01;EP;0;71;9;12;
ESG212;0;72;1;3;ESTUDIOS GEN. II;0;0;0;0;;A;01;EP;0;72;1;3;
ESG212;0;72;4;7;ESTUDIOS GEN II;0;0;0;0;;A;01;EP;0;72;7;8;
ESG212;0;72;9;12;ESTUDIOS GENERALES;0;0;0;0;;A;01;EP;0;82;9;12;
ESG212;0;83;1;3;ESTUDIOS GEN. II;0;0;0;0;;A;01;EP;0;83;1;3;
ESG213;0;71;5;7;EST GENER III;0;0;0;0;;A;01;EP;0;71;7;8;
ESG213;0;71;9;12;EST GENERALES III;0;0;0;0;;A;01;EP;0;71;9;12;
ESG213;0;72;1;3;ESTUDIOS GEN. III;0;0;0;0;;A;01;EP;0;72;1;3;
ESG213;0;72;4;7;ESTUDIOS GEN III;0;0;0;0;;A;01;EP;0;82;9;12;
ESG213;0;83;1;3;ESTUDIOS GEN. III;0;0;0;0;;A;01;EP;0;83;1;3;
ESG213;0;83;4;7;ESTUDIOS GEN III;0;0;0;0;;A;01;EP;0;82;9;12;
ESG311;0;71;9;12;EST GENERAL IV;0;0;0;0;;A;01;EP;0;71;9;12;
ESG311;0;72;1;3;ESTUDIOS GEN. IV;0;0;0;0;;A;01;EP;0;72;7;8;
ESG311;0;72;9;12;ESTUDIOS GENERALES;0;0;0;0;;A;01;EP;0;82;9;12;
ESG312;0;72;1;3;ESTUDIOS GEN. V;0;0;0;0;;A;01;EP;0;72;1;3;
ESG312;0;72;4;7;ESTUDIOS GEN V;0;0;0;0;;A;01;EP;0;82;9;12;
ESG312;0;83;1;3;ESTUDIOS GEN. V;0;0;0;0;;A;01;EP;0;83;1;3;
EYC225;0;75;9;12;ING ELECTRONICA;0;0;0;0;;A;01;EP;0;76;9;12;
EYC226;0;71;9;12;REDES ELECTRICAS;0;0;0;0;;A;01;EP;0;72;7;8;
EYC226;0;72;9;12;REDES ELECTRICAS;5;0;0;0;;A;01;EP;0;72;9;12;
EYC226;0;73;1;3;REDES ELECTRICAS;0;0;0;0;;A;01;EP;0;76;9;12;
EYC226;0;77;1;3;REDES ELECTRICAS;4;0;0;0;;A;01;EP;0;82;9;12;
EYC301;0;71;9;12;REDES ELECTRICAS I;0;0;0;0;;A;01;EP;0;71;9;12;
EYC301;0;72;1;3;REDES ELECT. I;0;0;0;0;;A;01;EP;0;72;7;8;
EYC301;0;72;9;12;REDES ELECTRICAS;0;0;0;0;;A;01;EP;0;82;9;12;
EYC302;0;72;4;7;REDES ELECT II;0;0;0;0;;A;01;EP;0;72;9;12;
EYC302;0;73;1;3;REDES ELECTRICAS;0;0;0;0;;A;01;EP;0;83;1;3;
EYC327;0;72;1;3;REDES ELECTRICAS;0;0;0;0;;A;01;EP;0;72;9;12;
EYC327;0;73;1;3;REDES ELECTRICAS;5;0;0;0;;A;01;EP;0;73;1;3;
EYC327;0;73;4;7;REDES ELECTRICAS;0;0;0;0;;A;01;EP;0;76;9;12;
EYC327;0;77;1;3;REDES ELECTRICAS;4;0;0;0;;A;01;EP;0;82;9;12;
EYC328;0;72;9;12;REDES ELECTRICAS;0;0;0;0;;A;01;EP;0;73;7;8;
EYC328;0;73;9;12;REDES ELECTRICAS;5;0;0;0;;A;01;EP;0;74;1;3;
EYC328;0;74;4;7;REDES ELECTRICAS;0;0;0;0;;A;01;EP;0;76;9;12;
EYC329;0;74;4;7;REDES ELECTRICAS;0;0;0;0;;A;01;EP;0;74;7;8;
EYC329;0;74;9;12;REDES ELECTRIC.IV;0;0;0;0;;A;01;EP;0;75;1;3;
EYC329;0;75;4;7;REDES ELECTRICAS;0;0;0;0;;A;01;EP;0;75;4;7;
EYC331;0;72;9;12;SEMICONDUCTORES;0;0;0;0;;A;01;EP;0;75;7;8;
EYC331;0;75;9;12;ELECTRONICA;0;0;0;0;;A;01;EP;0;76;9;12;
EYC332;0;72;1;3;ELECTRONICA I;0;0;0;0;;A;01;EP;0;72;9;12;
EYC332;0;73;1;3;ELECTRONICA;0;0;0;0;;A;01;EP;0;74;7;8;
EYC332;0;74;9;12;REDES ELECTRICAS;0;0;0;0;;A;01;EP;0;74;9;12;
EYC332;0;75;1;3;ELECTRONICA;0;0;0;0;;A;01;EP;0;75;1;3;
EYC332;0;75;4;7;ELECTRONICA I;0;0;0;0;;A;01;EP;0;75;7;8;
EYC332;0;75;9;12;ELECTRONICA;0;0;0;0;;A;01;EP;0;76;9;12;
EYC332;0;77;1;3;ELECTRONICA;4;0;0;0;;A;01;EP;0;82;9;12;
EYC333;0;72;9;12;ELECTRONICA;0;0;0;0;;A;01;EP;0;76;9;12;
EYC336;0;72;4;7;CIRCUITOS ELECT I;0;0;0;0;;A;01;EP;0;73;1;3;
EYC336;0;73;4;7;CIRCUITOS ELECTRON;4;0;0;0;;A;01;EP;0;74;1;3;
EYC336;0;74;4;7;CIRCUITOS ELECTRON;0;0;0;0;;A;01;EP;0;83;1;3;
EYC339;0;72;9;12;CIRC ELECTRONICOS;0;0;0;0;;A;01;EP;0;73;7;8;
EYC339;0;73;9;12;CIRC ELECTRONICOS;4;0;0;0;;A;01;EP;0;74;1;3;
EYC339;0;74;4;7;CIRCUITOS ELECTRON;0;0;0;0;;A;01;EP;0;74;7;8;
EYC339;0;74;9;12;CIRC ELECTRONICOS;0;0;0;0;;A;01;EP;0;77;1;3;
EYC341;0;72;9;12;REDES ELECTRICAS;0;0;0;0;;A;01;EP;0;73;7;8;
EYC341;0;73;9;12;REDES ELECTRICAS;3;0;0;0;;A;01;EP;0;73;9;12;
EYC341;0;74;1;3;REDES ELECTRICAS;0;0;0;0;;A;01;EP;0;76;9;12;
EYC343;0;73;4;7;ANAL. DE SE=ALES;0;0;0;0;;A;01;EP;0;73;7;8;
EYC343;0;73;9;12;ANAL DE SE=ALES;0;0;0;0;;A;01;EP;0;74;1;3;
EYC343;0;74;4;7;ANAL. DE SE=ALES;0;0;0;0;;A;01;EP;0;74;7;8;
EYC343;0;74;9;12;ANALI.DE SE=ALES;0;0;0;0;;A;01;EP;0;75;7;8;
EYC343;0;75;9;12;ANALI DE SE=ALES;0;0;0;0;;A;01;EP;0;77;1;3;
EYC351;0;73;4;7;TEORIA ELECTROMAG;0;0;0;0;;A;01;EP;0;74;7;8;
EYC351;0;74;9;12;TEORIA ELECTROMAG.;0;0;0;0;;A;01;EP;0;75;1;3;
EYC352;0;72;4;7;TEORIA ELECTROMAG;0;0;0;0;;A;01;EP;0;72;7;8;
EYC352;0;72;9;12;TEORIA ELECTROMAG;3;0;0;0;;A;01;EP;0;73;1;3;
EYC352;0;73;4;7;TEORIA ELECTROMAG;0;0;0;0;;A;01;EP;0;76;9;12;
EYC352;0;77;1;3;TEORIA ELECTROMAG.;4;0;0;0;;A;01;EP;0;83;1;3;
EYC355;0;75;1;3;CAMPOS ELECTROMAGN;0;0;0;0;;A;01;EP;0;77;9;12;
EYC356;0;73;1;3;CAMPOS ELECTROMAG;0;0;0;0;;A;01;EP;0;76;9;12;
EYC363;0;72;9;12;TEORIA DE ONDAS;0;0;0;0;;A;01;EP;0;73;1;3;
EYC363;0;73;4;7;TEORIA DE ONDAS;3;0;0;0;;A;01;EP;0;73;7;8;
EYC363;0;73;9;12;TEORIA DE ONDAS;0;0;0;0;;A;01;EP;0;76;9;12;
EYC391;0;75;9;12;LAB DE MEDIC ELECT;2;0;0;0;;A;01;EP;0;75;9;12;
EYC391;0;76;1;3;LAB DE MEDIC ELECT;0;0;0;0;;A;01;EP;0;76;9;12;
EYC392;0;75;9;12;LAB DE MEDIC ELECT;1;0;0;0;;A;01;EP;0;75;9;12;
EYC392;0;76;1;3;LAB DE MEDIC ELECT;0;0;0;0;;A;01;EP;0;76;9;12;
EYC393;0;75;9;12;LAB CIRCUITOS ELEC;1;0;0;0;;A;01;EP;0;75;9;12;
EYC393;0;76;1;3;LAB CIRCUITOS ELEC;0;0;0;0;;A;01;EP;0;77;1;3;
EYC394;0;75;4;7;ELECTRON.FISICOS;0;0;0;0;;A;01;EP;0;75;7;8;
EYC394;0;75;9;12;ELECT PARA FISICOS;0;0;0;0;;A;01;EP;0;75;9;12;
EYC394;0;76;1;3;ELECTRON FISICOS;0;0;0;0;;A;01;EP;0;76;1;3;
EYC394;0;76;4;7;ELECTRON PARA FIS;0;0;0;0;;A;01;EP;0;76;7;8;
EYC394;0;76;9;12;ELECTRON FISICOS;0;0;0;0;;A;01;EP;0;76;9;12;
EYC395;0;75;4;7;ELECTRON.FISICOS;0;0;0;0;;A;01;EP;0;75;9;12;
EYC395;0;76;1;3;ELECTRON FISICOS;0;0;0;0;;A;01;EP;0;76;1;3;
EYC395;0;76;4;7;ELECTRON PARA FIS;0;0;0;0;;A;01;EP;0;76;9;12;
EYC395;0;77;1;3;ELECT.PARA FISI.;0;0;0;0;;A;01;EP;0;77;1;3;
EYC396;0;75;9;12;LAB ELECTRONICA;0;0;0;0;;A;01;EP;0;77;1;3;
EYC398;0;75;9;12;LAB REDES ELECTRIC;0;0;0;0;;A;01;EP;0;76;9;12;
EYC421;0;72;9;12;CIRC ELECTRICOS;0;0;0;0;;A;01;EP;0;72;9;12;
EYC421;0;73;1;3;CIRCUITOS ELEC;0;0;0;0;;A;01;EP;0;73;1;3;
EYC421;0;73;4;7;CIRCUITOS ELEC.;0;0;0;0;;A;01;EP;0;73;7;8;
EYC421;0;73;9;12;CIRCUITOS ELEC;0;0;0;0;;A;01;EP;0;74;1;3;
EYC421;0;74;4;7;CIRCUITOS ELEC.;0;0;0;0;;A;01;EP;0;74;7;8;
EYC421;0;74;9;12;CIRCUITOS ELECTRIC;0;0;0;0;;A;01;EP;0;75;9;12;
EYC421;0;76;1;3;CIRCUITOS ELECT;0;0;0;0;;A;01;EP;0;76;1;3;
EYC421;0;76;4;7;CIRCUITOS ELECTRIC;0;0;0;0;;A;01;EP;0;76;9;12;
EYC421;0;77;1;3;CIRCUIT.ELECTRIC.;0;0;0;0;;A;01;EP;0;77;1;3;
EYC421;0;77;4;7;CIRCUIT.ELECTRICOS;0;0;0;0;;A;01;EP;0;77;9;12;
EYC421;0;78;1;3;CIRC ELECTRICOS;4;0;0;0;;A;01;EP;0;78;1;3;
EYC421;0;78;4;7;CIRCUIT.ELECTRICO;0;0;0;0;;A;01;EP;0;78;9;12;
EYC421;0;79;1;3;CIRCUIT.ELECTRICOS;0;0;0;0;;A;01;EP;0;79;1;3;
EYC431;0;73;1;3;ELECTRONICA;0;0;0;0;;A;01;EP;0;76;9;12;
EYC432;0;73;4;7;ELECTRONICA;0;0;0;0;;A;01;EP;0;76;9;12;
EYC433;0;74;4;7;ELECTRONICA;0;0;0;0;;A;01;EP;0;77;1;3;
EYC435;0;74;1;3;ELECTRONICA INDUST;4;0;0;0;;A;01;EP;0;74;9;12;
EYC435;0;75;1;3;ELECTRONICA INDUST;0;0;0;0;;A;01;EP;0;76;9;12;
EYC441;0;73;9;12;COMUNICACIONES;0;0;0;0;;A;01;EP;0;76;9;12;
EYC442;0;75;9;12;COMUNICACIONES;0;0;0;0;;A;01;EP;0;76;9;12;
EYC443;0;74;4;7;COMUNICACIONES;0;0;0;0;;A;01;EP;0;77;1;3;
EYC444;0;73;9;12;COMUNIC ELECTRICA;0;0;0;0;;A;01;EP;0;74;7;8;
EYC444;0;74;9;12;COMUNIC.ELECTRICAS;0;0;0;0;;A;01;EP;0;74;9;12;
EYC444;0;75;1;3;COMUNIC.ELECTRICAS;3;0;0;0;;A;01;EP;0;75;9;12;
EYC444;0;76;1;3;COMUNICACIONES;0;0;0;0;;A;01;EP;0;77;1;3;
EYC461;0;73;1;3;MICROONDAS;0;0;0;0;;A;01;EP;0;76;9;12;
EYC462;0;74;1;3;TEORIA MICROONDAS;0;0;0;0;;A;01;EP;0;74;9;12;
EYC481;0;73;9;12;CIR DIGITALES;0;0;0;0;;A;01;EP;0;74;7;8;
EYC481;0;74;9;12;CIRCUITOS DIGITAL.;0;0;0;0;;A;01;EP;0;74;9;12;
EYC481;0;75;1;3;CIRCUITOS DIGITAL;0;0;0;0;;A;01;EP;0;75;9;12;
EYC481;0;76;1;3;CIRCUIT DIGITALES;0;0;0;0;;A;01;EP;0;76;9;12;
EYC483;0;74;4;7;COMPUTADORES DIGI;0;0;0;0;;A;01;EP;0;74;4;7;
EYC484;0;74;4;7;CIRCUITOS LOGICOS;0;0;0;0;;A;01;EP;0;75;7;8;
EYC484;0;75;9;12;ARQ DEL COMPUTADOR;0;0;0;0;;A;01;EP;0;77;7;8;
EYC484;0;77;9;12;ARQ DEL COMPUTADOR;4;0;0;0;;A;01;EP;0;81;4;7;
EYC485;0;75;1;3;ARQUITECT.COMPUTAD;0;0;0;0;;A;01;EP;0;75;9;12;
EYC485;0;76;1;3;ARQ DEL COMPUTADOR;0;0;0;0;;A;01;EP;0;76;9;12;
EYC486;0;75;4;7;SIST.DE COMPUTAC.;0;0;0;0;;A;01;EP;0;75;7;8;
EYC486;0;75;9;12;ARQ DEL COMPUTADOR;0;0;0;0;;A;01;EP;0;77;1;3;
EYC491;0;75;9;12;LAB DE ELECTRONICA;0;0;0;0;;A;01;EP;0;76;9;12;
EYC492;0;75;9;12;LAB ELECTRONICA;0;0;0;0;;A;01;EP;0;76;9;12;
EYC493;0;75;9;12;LAB DE ELECTRONICA;0;0;0;0;;A;01;EP;0;77;1;3;
EYC494;0;75;9;12;LAB COMUNICACIONES;0;0;0;0;;A;01;EP;0;76;9;12;
EYC495;0;75;9;12;LAB COMUNICACIONES;0;0;0;0;;A;01;EP;0;76;9;12;
EYC497;0;75;9;12;LAB ELECTRON IND;1;0;0;0;;A;01;EP;0;75;9;12;
EYC497;0;76;1;3;LAB ELECTRON IND;0;0;0;0;;A;01;EP;0;76;9;12;
EYC511;0;74;9;12;SEMINARIO;0;0;0;0;;A;01;EP;0;76;9;12;
EYC514;0;76;1;3;ELECTROACUSTICA;0;0;0;0;;A;01;EP;0;76;9;12;
EYC516;0;75;4;7;ELECT.Y REACT.NUC.;0;0;0;0;;A;01;EP;0;75;4;7;
EYC521;0;74;9;12;TC SEMICONDUCTORES;0;0;0;0;;A;01;EP;0;77;7;8;
EYC521;0;77;9;12;TC SEMICONDUCTORES;3;0;0;0;;A;01;EP;0;78;4;7;
EYC524;0;75;1;3;DISP.ELECT.EDO.SOL;0;0;0;0;;A;01;EP;0;77;1;3;
EYC524;0;77;4;7;DISP.ELECT.EDO.SOL;3;0;0;0;;A;01;EP;0;78;7;8;
EYC524;0;78;9;12;DISP.ELECTRO.EDOS.;0;0;0;0;;A;01;EP;0;78;9;12;
EYC525;0;75;4;7;DISP.ELECT.EDO.SOL;0;0;0;0;;A;01;EP;0;76;9;12;
EYC526;0;78;4;7;CELDAS SOLARES;0;0;0;0;;A;01;EP;0;78;9;12;
EYC531;0;74;9;12;INS ELECTRONICA;0;0;0;0;;A;01;EP;0;74;9;12;
EYC531;0;75;1;3;INSTRUMENTACION;0;0;0;0;;A;01;EP;0;77;1;3;
EYC532;0;75;1;3;INSTRUMENTACION;0;0;0;0;;A;01;EP;0;75;9;12;
EYC532;0;76;1;3;INST.ELECTRONICA;0;0;0;0;;A;01;EP;0;76;9;12;
EYC533;0;75;4;7;INSTRUMENTAC.III;0;0;0;0;;A;01;EP;0;79;1;3;
EYC534;0;74;9;12;TELEVISION;0;0;0;0;;A;01;EP;0;76;7;8;
EYC534;0;76;9;12;TELEVISION I;0;0;0;0;;A;01;EP;0;76;9;12;
EYC534;0;77;1;3;TELEVISION;3;0;0;0;;A;01;EP;0;78;4;7;
EYC535;0;75;1;3;TELEVISION;0;0;0;0;;A;01;EP;0;76;9;12;
EYC535;0;77;1;3;TELEVISION;3;0;0;0;;A;01;EP;0;78;9;12;
EYC536;0;75;4;7;TELEVISION III;0;0;0;0;;A;01;EP;0;76;1;3;
EYC536;0;76;4;7;TELEVISION;0;0;0;0;;A;01;EP;0;77;1;3;
EYC536;0;77;4;7;TELEVISION III;3;0;0;0;;A;01;EP;0;79;1;3;
EYC538;0;76;1;3;INS.INDUSTRIAL;0;0;0;0;;A;01;EP;0;76;9;12;
EYC539;0;76;4;7;INSTRUM.INDUST.;0;0;0;0;;A;01;EP;0;76;9;12;
EYC541;0;74;9;12;TELECOMUNICACIONES;0;0;0;0;;A;01;EP;0;76;9;12;
EYC542;0;75;1;3;TELECOMUNICACIONES;0;0;0;0;;A;01;EP;0;75;9;12;
EYC542;0;76;1;3;TELECOMUNICACION;0;0;0;0;;A;01;EP;0;76;9;12;
EYC543;0;75;4;7;TELECOMUNIC.III;0;0;0;0;;A;01;EP;0;76;1;3;
EYC543;0;76;4;7;TELECOMUNICACION;0;0;0;0;;A;01;EP;0;77;1;3;
EYC544;0;74;9;12;SISTEM TELEFONICOS;0;0;0;0;;A;01;EP;0;75;7;8;
EYC544;0;75;9;12;TRAFICO TELEFONICO;0;0;0;0;;A;01;EP;0;75;9;12;
EYC544;0;76;1;3;TRAFICO TELEFON.;0;0;0;0;;A;01;EP;0;77;4;7;
EYC545;0;76;1;3;SIS.TELEFONICOS;0;0;0;0;;A;01;EP;0;77;1;3;
EYC546;0;76;4;7;SISTEM.TELEFONIC.;0;0;0;0;;A;01;EP;0;76;9;12;
EYC547;0;76;1;3;RADARES;0;0;0;0;;A;01;EP;0;77;1;3;
EYC548;0;74;9;12;CIR COMUNICACION;0;0;0;0;;A;01;EP;0;77;1;3;
EYC548;0;77;4;7;CIR COMUNICACION;3;0;0;0;;A;01;EP;0;79;1;3;
EYC549;0;75;4;7;MASERS Y LASERS;0;0;0;0;;A;01;EP;0;76;7;8;
EYC549;0;76;9;12;TEC.IND.ELECTRON.;0;0;0;0;;A;01;EP;0;77;1;3;
EYC554;0;78;1;3;.;3;0;0;0;;A;01;EP;0;78;4;7;
EYC555;0;78;4;7;.;3;0;0;0;;A;01;EP;0;78;9;12;
EYC561;0;77;4;7;.;3;0;0;0;;A;01;EP;0;78;4;7;
EYC562;0;76;1;3;RAD.Y ANTENAS;0;0;0;0;;A;01;EP;0;76;1;3;
EYC562;0;76;4;7;RADIAC Y ANTENAS I;0;0;0;0;;A;01;EP;0;76;9;12;
EYC562;0;77;1;3;RAD.Y ANTENAS;3;0;0;0;;A;01;EP;0;77;7;8;
EYC562;0;77;9;12;PROPAGACION;0;0;0;0;;A;01;EP;0;78;1;3;
EYC562;0;78;4;7;RAD.Y ANTENAS;3;0;0;0;;A;01;EP;0;78;9;12;
EYC571;0;77;1;3;.;1;0;0;0;;A;01;EP;0;77;7;8;
EYC571;0;77;9;12;.;2;0;0;0;;A;01;EP;0;78;4;7;
EYC572;0;77;4;7;.;2;0;0;0;;A;01;EP;0;78;9;12;
EYC573;0;78;4;7;.;2;0;0;0;;A;01;EP;0;79;1;3;
EYC574;0;78;9;12;LAB.MICROCOMPUT.;0;0;0;0;;A;01;EP;0;78;9;12;
EYC574;0;79;1;3;LAB.MICROCOMPUT.;2;0;0;0;;A;01;EP;0;79;1;3;
EYC575;0;76;9;12;LAB.DIGITALES I;0;0;0;0;;A;01;EP;0;77;1;3;
EYC577;0;77;1;3;.;2;0;0;0;;A;01;EP;0;78;7;8;
